"MONTH","YEAR","ave_precip_mo","ave_mo_t","opium_t","mj_t","coca_t","fips"
10,2007,1.64653059045376,3.73256338776052,8,7.71428571428571,0,"CA"
10,2008,1.42748079877112,3.01622503840246,5.41666666666667,5.08333333333333,0,"CA"
10,2009,1.719182382134,0.46815668202765,3.72727272727273,3.36363636363636,0,"CA"
10,2010,1.29206989247312,3.74170506912442,7,7,0,"CA"
10,2011,1.3284024577573,3.38171274961598,6.75,6.08333333333333,0.0833333333333333,"CA"
10,2012,1.14574381588008,1.08945013249555,3.7,3.4,0,"CA"
10,2013,1.66969393296582,2.60397970155804,6,5.33333333333333,0.111111111111111,"CA"
10,2014,2.42803856136448,2.054709306637,5.1,4.8,0,"CA"
10,2015,1.34534220856802,1.45226985955673,5.63636363636364,5.09090909090909,0.0909090909090909,"CA"
10,2016,2.88057853817587,0.08732710065858,2.90909090909091,2.81818181818182,0,"CA"
10,2017,3.00824406035196,1.87702614959695,4.9,4.6,0.1,"CA"
10,2018,1.24849806663489,-3.74020833333333,0.111111111111111,0.111111111111111,0,"CA"
11,1970,2.38325628394594,-2.51972222222222,1.95238095238095,1.80952380952381,0,"CA"
11,1971,2.22492267706303,-1.64833333333333,1.72727272727273,1.68181818181818,0,"CA"
11,1972,1.89852380952381,-1.90659544159544,1,0.91304347826087,0,"CA"
11,1973,2.45309472934473,-4.23542517006803,1.12,1.04,0,"CA"
11,1974,2.26246031746032,-0.0922318007662835,1.77777777777778,1.48148148148148,0.037037037037037,"CA"
11,1975,2.4823140367258,-1.29937777777778,3.3448275862069,3.27586206896552,0,"CA"
11,1976,1.17098039215686,-2.06580782312925,1.25925925925926,1.14814814814815,0,"CA"
11,1977,2.71270723104056,-3.96714997263273,2.07407407407407,1.88888888888889,0,"CA"
11,1978,1.78594486215539,-5.54311594202899,1.77777777777778,1.55555555555556,0,"CA"
11,1979,1.72268564965637,-2.50212680676031,1.89285714285714,1.82142857142857,0,"CA"
11,1980,2.24201282051282,-2.4556839514652,1.79310344827586,1.62068965517241,0,"CA"
11,1981,1.63755062944718,-0.710421803900681,2.92592592592593,2.7037037037037,0,"CA"
11,1982,2.39040616246499,-5.28616064098053,1.27586206896552,1.17241379310345,0.0344827586206897,"CA"
11,1983,3.10908924485126,-1.72814313081554,2.23076923076923,2.07692307692308,0,"CA"
11,1984,2.27896081199167,-4.56682984400657,1.2,1.12,0,"CA"
11,1985,1.76941069147966,-9.25284912255501,1,0.96,0,"CA"
11,1986,2.15954926108374,-5.94929128547971,1.26923076923077,1.15384615384615,0,"CA"
11,1987,1.92906458675424,-0.870211429999286,2.66666666666667,2.48148148148148,0,"CA"
11,1988,2.22946491040194,-1.69162561576355,2.39285714285714,2.21428571428571,0,"CA"
11,1989,2.67633280002246,-3.96783174261084,2.21428571428571,1.92857142857143,0,"CA"
11,1990,2.7716690432979,-2.94637019230769,2.30769230769231,2.15384615384615,0,"CA"
11,1991,2.20536175153822,-2.52866046692771,2.08333333333333,1.91666666666667,0,"CA"
11,1992,2.54944800569801,-2.16047278477164,2,1.86363636363636,0,"CA"
11,1993,2.04059844713691,-3.87235042735043,0.80952380952381,0.761904761904762,0,"CA"
11,1994,3.07996753246753,-1.38527329949744,2.94736842105263,2.84210526315789,0,"CA"
11,1995,3.41716666666667,-3.16265384615385,2.23529411764706,2.11764705882353,0,"CA"
11,1996,2.62437931034483,-4.26069200068769,1.875,1.625,0,"CA"
11,1997,1.33324973876698,-1.49035280206787,2.94117647058824,2.82352941176471,0,"CA"
11,1998,2.16065830721003,-0.342410493317934,3.88235294117647,3.29411764705882,0,"CA"
11,1999,2.14755747126437,-0.283809523809524,5.35294117647059,4.82352941176471,0,"CA"
11,2000,1.10113001940588,-3.62534380131363,2.41176470588235,2.29411764705882,0,"CA"
11,2001,1.9067816091954,-0.120154208609981,6.4,5.8,0,"CA"
11,2002,1.72037037037037,-3.28645606390704,3.07692307692308,3,0,"CA"
11,2003,2.01051085568327,-5.50812222973481,1.76923076923077,1.46153846153846,0,"CA"
11,2004,2.33660714285714,-2.51145833333333,2.30769230769231,2,0,"CA"
11,2005,1.57661375661376,-2.33479487179487,2.85714285714286,2.5,0,"CA"
11,2006,2.54219047619048,-5.23739304373787,2.35714285714286,2.21428571428571,0,"CA"
11,2007,1.13837962962963,-6.08863903586126,1.35714285714286,1.21428571428571,0,"CA"
11,2008,2.03813898971567,-4.60514661036829,2.25,2,0,"CA"
11,2009,1.95699074074074,-2.83992063492063,3.09090909090909,2.90909090909091,0,"CA"
11,2010,1.60958333333333,-4.35478653530378,2.18181818181818,2.09090909090909,0,"CA"
11,2011,1.33838768115942,-5.78503105590062,1.16666666666667,0.916666666666667,0,"CA"
11,2012,1.209375,-7.42162359479601,0.2,0.2,0,"CA"
11,2013,1.85505901067323,-8.01623094065212,0.666666666666667,0.444444444444444,0,"CA"
11,2014,1.65061623721106,-9.93589522546419,0.1,0.1,0,"CA"
11,2015,1.77111523859282,-5.81211111111111,0.818181818181818,0.636363636363636,0,"CA"
11,2016,1.12120701058201,-4.31352072310406,1.09090909090909,0.818181818181818,0,"CA"
11,2017,1.89076457307061,-8.91706021989006,0.1,0.1,0,"CA"
11,2018,0.583771043771044,-11.208125,0,0,0,"CA"
12,1970,2.49078341013825,-11.6213709677419,0.19047619047619,0.142857142857143,0,"CA"
12,1971,2.90394716170926,-10.9843671594982,0.0454545454545455,0.0454545454545455,0,"CA"
12,1972,3.13285279966141,-10.8414976440351,0.521739130434783,0.478260869565217,0,"CA"
12,1973,2.6000468725632,-7.67725851606784,0.92,0.88,0,"CA"
12,1974,2.01081593927894,-5.01649385560676,0.518518518518518,0.481481481481481,0,"CA"
12,1975,2.39691160112543,-9.4228768024708,0.344827586206897,0.310344827586207,0,"CA"
12,1976,2.07314663212955,-9.76916475071091,0.407407407407407,0.407407407407407,0,"CA"
12,1977,2.34562302340291,-12.9149724441298,0.259259259259259,0.259259259259259,0,"CA"
12,1978,1.77726362625139,-11.7747791363542,0.296296296296296,0.0740740740740741,0,"CA"
12,1979,2.75773366418528,-7.88140463535121,0.928571428571429,0.785714285714286,0,"CA"
12,1980,2.53278246801606,-13.2482695374801,0.689655172413793,0.620689655172414,0,"CA"
12,1981,1.54151305683564,-8.84395060569143,0.259259259259259,0.185185185185185,0,"CA"
12,1982,1.86677042196601,-9.84312321266318,0.793103448275862,0.758620689655172,0,"CA"
12,1983,1.72086907263214,-14.6843874807988,0.153846153846154,0.115384615384615,0,"CA"
12,1984,1.88903245321312,-13.2052415382171,0.12,0.12,0,"CA"
12,1985,1.03608232374836,-10.3446470766335,0,0,0,"CA"
12,1986,1.55993002218809,-7.24226380378454,0.153846153846154,0.153846153846154,0,"CA"
12,1987,1.9998573076493,-6.60327772506852,0.444444444444444,0.333333333333333,0,"CA"
12,1988,1.62793329263091,-9.10227214947436,0.678571428571429,0.642857142857143,0,"CA"
12,1989,1.36433198351324,-11.5936163914491,0.357142857142857,0.285714285714286,0,"CA"
12,1990,2.60040575898547,-10.999036995839,0.423076923076923,0.346153846153846,0,"CA"
12,1991,1.67393070489845,-8.17570052134383,0.791666666666667,0.666666666666667,0,"CA"
12,1992,2.59226318484383,-9.13894409533119,0.272727272727273,0.181818181818182,0,"CA"
12,1993,1.66564014146773,-6.29191705069124,0.428571428571429,0.333333333333333,0,"CA"
12,1994,1.51165880470756,-6.76918023392996,0.947368421052632,0.894736842105263,0,"CA"
12,1995,1.89757192647916,-10.263091229312,0.941176470588235,0.764705882352941,0,"CA"
12,1996,2.66997194788074,-8.5351454056696,0.375,0.3125,0,"CA"
12,1997,1.24405821282907,-6.39387149743101,0.647058823529412,0.411764705882353,0,"CA"
12,1998,1.93443862589024,-7.16224883241012,1.52941176470588,1.47058823529412,0,"CA"
12,1999,1.75319648093842,-6.10631519589668,1.70588235294118,1.41176470588235,0,"CA"
12,2000,1.60153200525837,-12.6537728400632,0.235294117647059,0.235294117647059,0,"CA"
12,2001,1.77746823069404,-7.20400653393013,1.13333333333333,0.866666666666667,0,"CA"
12,2002,1.69930478309232,-7.18507030603805,1,0.769230769230769,0,"CA"
12,2003,1.22508960573477,-8.6367105945959,1,0.846153846153846,0,"CA"
12,2004,2.29605734767025,-11.207333231756,1.15384615384615,0.923076923076923,0,"CA"
12,2005,1.5820564516129,-10.0320079869727,0.785714285714286,0.714285714285714,0,"CA"
12,2006,1.24717463848721,-7.45738078541374,0.857142857142857,0.642857142857143,0,"CA"
12,2007,1.59985768284573,-12.1694114485605,0.285714285714286,0.285714285714286,0,"CA"
12,2008,1.44762469503931,-16.2848317274124,0.583333333333333,0.5,0,"CA"
12,2009,0.983774961597542,-13.3867392340696,0.454545454545455,0.272727272727273,0,"CA"
12,2010,1.90013440860215,-9.9258064516129,0.909090909090909,0.818181818181818,0,"CA"
12,2011,0.860632754342432,-11.5100319035803,0.583333333333333,0.333333333333333,0,"CA"
12,2012,1.1444228546569,-14.6847420330139,0,0,0,"CA"
12,2013,2.4741457290508,-18.1962273619125,0,0,0,"CA"
12,2014,1.63169783068956,-15.2629757049279,0,0,0,"CA"
12,2015,0.967119680303218,-12.7770332493398,0,0,0,"CA"
12,2016,2.56354497354497,-17.0948745519713,0,0,0,"CA"
12,2017,1.28392261242651,-14.593373655914,0,0,0,"CA"
12,2018,0.764324558151032,-15.6094350961538,0,0,0,"CA"
1,1970,0.276344086021505,-1.12204301075269,1.66666666666667,1,0,"CH"
1,1971,0.382795698924731,-0.410215053763441,3.33333333333333,2.66666666666667,0,"CH"
1,1972,0.358064516129032,0.128494623655914,6.33333333333333,4.66666666666667,0,"CH"
1,1973,0.625806451612903,0.160752688172043,3.33333333333333,2,0,"CH"
1,1974,0.896774193548387,-0.811827956989247,1.66666666666667,1.33333333333333,0,"CH"
1,1975,0.161290322580645,1.07258064516129,5.33333333333333,3.33333333333333,0,"CH"
1,1976,0.204301075268817,0.255913978494624,3,2,0,"CH"
1,1977,0.568817204301075,-3.71021505376344,0,0,0,"CH"
1,1978,0.5,0.353225806451613,5.33333333333333,4.33333333333333,0,"CH"
1,1979,0.325806451612903,1.03763440860215,7.66666666666667,6,0,"CH"
1,1980,0.698924731182796,-0.368279569892473,3,3,0,"CH"
1,1981,0.566666666666667,-1.0010752688172,2.66666666666667,1.66666666666667,0,"CH"
1,1982,0.352688172043011,0.756451612903226,6.66666666666667,6.66666666666667,0,"CH"
1,1983,0.506451612903226,-0.173655913978494,3,2.66666666666667,0,"CH"
1,1984,0.898924731182796,-2.01397849462366,2.33333333333333,1.66666666666667,0,"CH"
1,1985,0.49247311827957,-0.616129032258064,4.33333333333333,3.66666666666667,0,"CH"
1,1986,0.144086021505376,0.570967741935484,5,4.33333333333333,0,"CH"
1,1987,0.626881720430108,1.79247311827957,10,8.66666666666667,0,"CH"
1,1988,0.234408602150538,0.853225806451613,6.66666666666667,5,0,"CH"
1,1989,0.703225806451613,0.496774193548387,5.33333333333333,4.66666666666667,0,"CH"
1,1990,0.637634408602151,-0.378494623655914,3.33333333333333,1.66666666666667,0,"CH"
1,1991,0.650537634408602,0.851075268817205,4.33333333333333,3.33333333333333,0,"CH"
1,1992,0.412903225806452,1.18387096774194,4.66666666666667,4,0,"CH"
1,1993,1.59139784946237,-1.09301075268817,2,1.66666666666667,0,"CH"
1,1994,0.448387096774194,1.21344086021505,5.66666666666667,4,0,"CH"
1,1995,0.551612903225806,0.811290322580645,1.66666666666667,1.66666666666667,0,"CH"
1,1996,0.864516129032258,0.174731182795699,3,2.33333333333333,0,"CH"
1,1997,0.617204301075269,0.860752688172043,7,6.33333333333333,0,"CH"
1,1998,1.08387096774194,-0.0946236559139786,3.33333333333333,3,0,"CH"
1,1999,0.151612903225806,2.2005376344086,8,7.66666666666667,0,"CH"
1,2000,0.933333333333333,-1.03978494623656,4,3,0,"CH"
1,2001,1.22903225806452,0.609677419354839,7.33333333333333,5.66666666666667,0,"CH"
1,2002,0.383870967741935,3.26021505376344,9,6.33333333333333,0,"CH"
1,2003,0.486021505376344,0.79247311827957,6,5,0,"CH"
1,2004,0.689247311827957,0.843548387096774,6.66666666666667,4.66666666666667,0,"CH"
1,2005,0.390322580645161,0.0854838709677419,2,1.66666666666667,0,"CH"
1,2006,1.07634408602151,1.58010752688172,7,5.33333333333333,0,"CH"
1,2007,0.483870967741935,0.890860215053763,3,2.66666666666667,0,"CH"
1,2008,1.46666666666667,-1.79301075268817,3.66666666666667,3.33333333333333,0,"CH"
1,2009,0.309677419354839,0.405913978494624,4,4,0,"CH"
1,2010,0.409677419354839,0.487096774193548,9.66666666666667,8.66666666666667,0,"CH"
1,2011,0.345161290322581,-2.92311827956989,0,0,0,"CH"
1,2012,0.448387096774194,-0.829032258064516,1,1,0,"CH"
1,2013,1.69259259259259,0.449907407407407,3.66666666666667,3.33333333333333,0,"CH"
1,2014,2.24545454545455,2.90990338164251,5.66666666666667,5.33333333333333,0,"CH"
1,2015,2.04807692307692,2.38934210526316,7,5.66666666666667,0,"CH"
1,2016,2.37142857142857,-0.5025,0.333333333333333,0.333333333333333,0,"CH"
1,2017,6.26666666666667,-5.3075,0,0,0,"CH"
1,2018,6.01861111111111,-7.46590909090909,0,0,0,"CH"
1,2019,2.1125,4.47666666666667,1,1,0,"CH"
2,1970,0.928571428571428,3.00535714285714,11.3333333333333,10.6666666666667,0,"CH"
2,1971,0.708333333333333,1.32559523809524,7.33333333333333,6.66666666666667,0,"CH"
2,1972,1.12183908045977,-0.749425287356322,3.33333333333333,2.66666666666667,0,"CH"
2,1973,1.36904761904762,3.36428571428571,14.6666666666667,13.3333333333333,0,"CH"
2,1974,0.942857142857143,0.966666666666666,6.33333333333333,5.66666666666667,0,"CH"
2,1975,0.851190476190476,2.82916666666667,11,10.6666666666667,0,"CH"
2,1976,1.0183908045977,4.12758620689655,14,13,0,"CH"
2,1977,0.179761904761905,1.50059523809524,8.66666666666667,7,0,"CH"
2,1978,0.686904761904762,2.47202380952381,10,9.33333333333333,0,"CH"
2,1979,0.892857142857143,4.7797619047619,15.3333333333333,15.3333333333333,0,"CH"
2,1980,0.432183908045977,1.0051724137931,7.33333333333333,7.33333333333333,0,"CH"
2,1981,0.933333333333333,2.625,10.6666666666667,10,0,"CH"
2,1982,0.647619047619048,2.57380952380952,7.33333333333333,6.66666666666667,0,"CH"
2,1983,0.319047619047619,1.42916666666667,9.33333333333333,7.66666666666667,0,"CH"
2,1984,0.357471264367816,0.0229885057471263,3.33333333333333,2,0,"CH"
2,1985,0.817857142857143,2.21964285714286,11.6666666666667,10.6666666666667,0,"CH"
2,1986,0.133333333333333,1.97440476190476,7.66666666666667,7.33333333333333,0,"CH"
2,1987,1.20357142857143,4.30892857142857,13.3333333333333,12.6666666666667,0.333333333333333,"CH"
2,1988,1.30574712643678,1.14942528735632,6.33333333333333,5,0,"CH"
2,1989,1.44761904761905,2.36369047619048,5,4,0,"CH"
2,1990,2.2797619047619,2.60952380952381,8.66666666666667,8.33333333333333,0,"CH"
2,1991,1.35357142857143,3.43035714285714,13.6666666666667,11.6666666666667,0,"CH"
2,1992,0.241379310344828,3.65977011494253,12.3333333333333,10.6666666666667,0.666666666666667,"CH"
2,1993,1.13809523809524,4.98333333333333,14.3333333333333,13,0.333333333333333,"CH"
2,1994,0.964285714285714,3.06130952380952,9,7.66666666666667,0,"CH"
2,1995,0.369047619047619,3.6,10.6666666666667,9.66666666666667,0,"CH"
2,1996,0.439080459770115,2.18563218390805,8.33333333333333,7.66666666666667,0,"CH"
2,1997,0.847619047619048,3.66785714285714,11.6666666666667,9.66666666666667,0,"CH"
2,1998,0.844047619047619,4.93928571428571,14,13.3333333333333,0,"CH"
2,1999,0.35952380952381,5.53452380952381,15.3333333333333,14.6666666666667,0,"CH"
2,2000,0.450574712643678,2.24367816091954,9.66666666666667,8.66666666666667,0,"CH"
2,2001,1.04880952380952,4.21369047619048,14.3333333333333,13.3333333333333,0,"CH"
2,2002,0.898809523809524,6.66547619047619,17.6666666666667,16.6666666666667,0,"CH"
2,2003,1.25595238095238,4.92738095238095,14.3333333333333,14.3333333333333,0,"CH"
2,2004,0.794252873563218,6.25747126436782,15.6666666666667,14.6666666666667,0,"CH"
2,2005,1.20357142857143,1.06428571428571,8.66666666666667,6.33333333333333,0,"CH"
2,2006,1.22261904761905,3.32857142857143,12.3333333333333,12,0,"CH"
2,2007,1.05952380952381,7.25892857142857,18.3333333333333,18.3333333333333,0,"CH"
2,2008,0.254022988505747,1.22011494252874,6.66666666666667,5.66666666666667,0,"CH"
2,2009,1.45833333333333,5.38333333333333,16,14.3333333333333,0.333333333333333,"CH"
2,2010,1.41785714285714,3.94107142857143,12.3333333333333,12,0,"CH"
2,2011,0.35,3.65357142857143,12.3333333333333,11.6666666666667,0,"CH"
2,2012,0.789655172413793,1.05287356321839,5,4.33333333333333,0,"CH"
2,2013,1.43148148148148,3.9206432748538,8.33333333333333,7.66666666666667,0,"CH"
2,2014,3.956038647343,2.58670895989975,5,4.66666666666667,0,"CH"
2,2015,2.49166666666667,4.29403630604289,7.33333333333333,7,0,"CH"
2,2016,3.16507936507936,2.68055555555556,0.333333333333333,0.333333333333333,0,"CH"
2,2017,3.37611111111111,-1.3925,0,0,0,"CH"
2,2018,2.76363636363636,5.1297619047619,1.33333333333333,1.33333333333333,0,"CH"
3,1970,1.50860215053763,4.11075268817204,15,13.6666666666667,0,"CH"
3,1971,1,7.02365591397849,19.6666666666667,19,0.333333333333333,"CH"
3,1972,1.78172043010753,8.76290322580645,22.6666666666667,22.3333333333333,0,"CH"
3,1973,0.897849462365591,9.09139784946237,21.6666666666667,20.6666666666667,2.66666666666667,"CH"
3,1974,1.03333333333333,6.96236559139785,20,18.6666666666667,0.333333333333333,"CH"
3,1975,0.779569892473118,8.8505376344086,22.3333333333333,22,0,"CH"
3,1976,0.938709677419355,6.29731182795699,17.3333333333333,17,0,"CH"
3,1977,1.71505376344086,9.45806451612903,26.3333333333333,25.3333333333333,0.666666666666667,"CH"
3,1978,1.09784946236559,7.35591397849462,19.6666666666667,19.3333333333333,0,"CH"
3,1979,1.34086021505376,7.56720430107527,20.3333333333333,20,0.666666666666667,"CH"
3,1980,2.06881720430108,6.55430107526882,18,17.3333333333333,0,"CH"
3,1981,0.805376344086021,9.52795698924731,24.3333333333333,23.3333333333333,0.333333333333333,"CH"
3,1982,1.3247311827957,8.1994623655914,22.6666666666667,21.3333333333333,0,"CH"
3,1983,0.76989247311828,7.4258064516129,22.6666666666667,20.6666666666667,0,"CH"
3,1984,0.680645161290323,7.23924731182796,21.3333333333333,20.6666666666667,1,"CH"
3,1985,1.15376344086022,5.27365591397849,16.6666666666667,14.3333333333333,0,"CH"
3,1986,1.32688172043011,8.05806451612903,21.6666666666667,20.6666666666667,0,"CH"
3,1987,1.47204301075269,7.54086021505376,19.6666666666667,19,0,"CH"
3,1988,1.34408602150538,5.35430107526882,16.3333333333333,15.3333333333333,0.333333333333333,"CH"
3,1989,1.19462365591398,8.03655913978495,22.3333333333333,20.6666666666667,0,"CH"
3,1990,1.26666666666667,9.79139784946237,23.6666666666667,22.3333333333333,1,"CH"
3,1991,2.01290322580645,7.64139784946237,20.6666666666667,20,0,"CH"
3,1992,2.69032258064516,6.88763440860215,18.3333333333333,17,0,"CH"
3,1993,2.2258064516129,8.65698924731183,24,22.6666666666667,0,"CH"
3,1994,0.943010752688172,7.52903225806452,20.3333333333333,20,0,"CH"
3,1995,0.647311827956989,8.68709677419355,24.6666666666667,24,0,"CH"
3,1996,1.69569892473118,7.14301075268817,19.3333333333333,19,0,"CH"
3,1997,1.13440860215054,10.1559139784946,28.3333333333333,27,0.333333333333333,"CH"
3,1998,1.78602150537634,8.63548387096774,23.3333333333333,23,1,"CH"
3,1999,1.27096774193548,7.99086021505376,20,19.6666666666667,0,"CH"
3,2000,0.46989247311828,9.96505376344086,25.3333333333333,24.3333333333333,2.33333333333333,"CH"
3,2001,0.645161290322581,10.4516129032258,24.6666666666667,24,1.66666666666667,"CH"
3,2002,1.71505376344086,11.2338709677419,27,26.6666666666667,1,"CH"
3,2003,2.04193548387097,9.05215053763441,21.6666666666667,21.3333333333333,2.66666666666667,"CH"
3,2004,0.81505376344086,9.86827956989247,25.6666666666667,24.6666666666667,2,"CH"
3,2005,0.746236559139785,8.63817204301075,23.6666666666667,23,0.333333333333333,"CH"
3,2006,0.383870967741935,10.202688172043,25.3333333333333,24.3333333333333,1.33333333333333,"CH"
3,2007,1.84086021505376,9.20215053763441,23,22.6666666666667,3,"CH"
3,2008,0.780645161290323,10.5360215053763,24.3333333333333,24,0,"CH"
3,2009,1.1989247311828,9.22634408602151,23,22.3333333333333,2.33333333333333,"CH"
3,2010,2.28172043010753,7.58333333333333,19,18,1.66666666666667,"CH"
3,2011,0.658064516129032,7.41182795698925,21.3333333333333,21,0,"CH"
3,2012,1.5741935483871,7.83924731182796,20.3333333333333,19,0,"CH"
3,2013,2.78910052910053,10.9370509607352,15.6666666666667,15.3333333333333,2.33333333333333,"CH"
3,2014,2.62952991452991,10.6638169934641,16.6666666666667,16.3333333333333,1,"CH"
3,2015,2.64520467836257,7.53376984126984,10.6666666666667,10,0.333333333333333,"CH"
3,2016,2.86623931623932,5.85681818181818,3.66666666666667,3.66666666666667,0,"CH"
3,2017,3.93972431077694,5.76,3.66666666666667,3.66666666666667,0,"CH"
3,2018,4.49722222222222,6.73409090909091,3.33333333333333,3.33333333333333,0,"CH"
4,1970,2.15,13.8422222222222,29.3333333333333,29.3333333333333,3,"CH"
4,1971,1.52222222222222,14.7483333333333,29.3333333333333,29,8,"CH"
4,1972,1.30888888888889,14.1577777777778,26,27,6.66666666666667,"CH"
4,1973,2.52444444444444,15.9377777777778,27.3333333333333,28.6666666666667,9.66666666666667,"CH"
4,1974,1.74444444444444,15.6922222222222,29.3333333333333,29.3333333333333,11.3333333333333,"CH"
4,1975,2.13777777777778,14.8438888888889,29.6666666666667,29.3333333333333,3,"CH"
4,1976,1.44777777777778,13.1483333333333,27.3333333333333,28,5.33333333333333,"CH"
4,1977,3.02222222222222,15.445,29,29.3333333333333,6.66666666666667,"CH"
4,1978,0.673333333333333,15.7788888888889,28.3333333333333,29.3333333333333,10.3333333333333,"CH"
4,1979,2.35,13.715,28,28.3333333333333,7.33333333333333,"CH"
4,1980,1.48333333333333,13.3955555555556,27.6666666666667,27.6666666666667,6.33333333333333,"CH"
4,1981,1.46777777777778,15.1805555555556,29.6666666666667,29.6666666666667,8.66666666666667,"CH"
4,1982,1.71777777777778,14.1022222222222,30,30,3.66666666666667,"CH"
4,1983,2.17888888888889,14.6833333333333,29,29.6666666666667,5.66666666666667,"CH"
4,1984,1.43777777777778,14.505,29,29,6.33333333333333,"CH"
4,1985,1.47777777777778,15.4838888888889,29,30,9,"CH"
4,1986,1.73888888888889,14.21,29.6666666666667,30,4,"CH"
4,1987,2.97333333333333,15,28.6666666666667,28.3333333333333,9.66666666666667,"CH"
4,1988,0.494444444444444,15.03,28.3333333333333,29,8,"CH"
4,1989,2.35,14.7366666666667,30,30,5,"CH"
4,1990,2.05888888888889,14.0155555555556,29.6666666666667,29.3333333333333,3.33333333333333,"CH"
4,1991,2.23,13.8522222222222,30,29.6666666666667,3.66666666666667,"CH"
4,1992,1.22666666666667,16.1905555555556,29,29.6666666666667,10.3333333333333,"CH"
4,1993,1.42555555555556,15.0672222222222,25,27.3333333333333,9.33333333333333,"CH"
4,1994,1.79333333333333,16.7088888888889,29,29.3333333333333,10.6666666666667,"CH"
4,1995,1.11222222222222,14.0355555555556,29.3333333333333,29.3333333333333,3,"CH"
4,1996,0.766666666666667,13.4616666666667,28.6666666666667,27.6666666666667,8.33333333333333,"CH"
4,1997,1.10555555555556,15.1183333333333,29.6666666666667,30,4.33333333333333,"CH"
4,1998,2.69555555555556,18.32,24.3333333333333,29.3333333333333,14.6666666666667,"CH"
4,1999,2.26,16.1288888888889,30,29.6666666666667,9,"CH"
4,2000,0.584444444444444,15.9166666666667,30,30,10.6666666666667,"CH"
4,2001,1.70777777777778,15.1011111111111,29.6666666666667,29.6666666666667,7,"CH"
4,2002,2.2,15.5216666666667,28.3333333333333,29.3333333333333,9.66666666666667,"CH"
4,2003,2.51111111111111,15.4294444444444,29,29.6666666666667,8,"CH"
4,2004,1.66555555555556,17.9655555555556,26.6666666666667,29,16,"CH"
4,2005,1.87555555555556,17.4427777777778,26.3333333333333,28.6666666666667,12.3333333333333,"CH"
4,2006,2.10333333333333,16.0588888888889,27.3333333333333,28.6666666666667,11.6666666666667,"CH"
4,2007,1.99888888888889,15.4338888888889,29.3333333333333,29.6666666666667,9.33333333333333,"CH"
4,2008,1.17555555555556,16.0027777777778,30,30,11.3333333333333,"CH"
4,2009,1.46111111111111,15.9377777777778,29.6666666666667,29.6666666666667,9.66666666666667,"CH"
4,2010,2.58777777777778,12.3761111111111,26.6666666666667,26.3333333333333,2.66666666666667,"CH"
4,2011,0.767777777777778,15.9833333333333,26.3333333333333,29,10.3333333333333,"CH"
4,2012,1.14666666666667,16.6661111111111,29.6666666666667,30,11,"CH"
4,2013,2.49812252964427,14.7008169934641,17.3333333333333,18,5.33333333333333,"CH"
4,2014,4.82603174603175,16.4885281385281,18,18,5,"CH"
4,2015,8.34166666666667,15.9611111111111,2,2,1,"CH"
4,2016,5.28691308691309,14.2605263157895,6.33333333333333,6.33333333333333,1,"CH"
4,2017,3.53174603174603,14.505,6.66666666666667,6.66666666666667,0.666666666666667,"CH"
4,2018,5.96652421652422,19.5900793650794,7.33333333333333,7.33333333333333,3,"CH"
5,1970,2.28709677419355,19.947311827957,28.3333333333333,30.6666666666667,22,"CH"
5,1971,3.11075268817204,20.2381720430108,26.6666666666667,31,23,"CH"
5,1972,2.77741935483871,19.908064516129,28.6666666666667,31,23.6666666666667,"CH"
5,1973,2.4741935483871,18.7274193548387,30.3333333333333,31,20.6666666666667,"CH"
5,1974,4.32688172043011,20.2,25.6666666666667,30.6666666666667,19.6666666666667,"CH"
5,1975,1.80322580645161,18.7349462365591,29.3333333333333,31,17,"CH"
5,1976,1.86236559139785,19.6236559139785,24.6666666666667,31,22,"CH"
5,1977,3.78602150537634,18.6220430107527,28.6666666666667,31,18.3333333333333,"CH"
5,1978,3.32258064516129,20.2435483870968,27.3333333333333,31,22,"CH"
5,1979,1.75161290322581,18.8037634408602,28.6666666666667,31,16.6666666666667,"CH"
5,1980,2.29032258064516,20.1188172043011,24,30.3333333333333,19.3333333333333,"CH"
5,1981,1.24731182795699,19.9860215053763,26,29.6666666666667,20.3333333333333,"CH"
5,1982,1.59677419354839,21.0032258064516,21.3333333333333,29,18.6666666666667,"CH"
5,1983,2.61182795698925,20.7989247311828,23,30.3333333333333,21.3333333333333,"CH"
5,1984,2.16881720430108,19.4575268817204,27.6666666666667,31,22.3333333333333,"CH"
5,1985,3.15591397849462,20.6983870967742,25,30.6666666666667,24,"CH"
5,1986,1.66559139784946,21.1424731182796,19.6666666666667,31,20.6666666666667,"CH"
5,1987,3.53440860215054,19.9182795698925,27,30,20.3333333333333,"CH"
5,1988,2.95376344086022,20.239247311828,25,29.6666666666667,17,"CH"
5,1989,2.00537634408602,19.5408602150538,30,31,23.3333333333333,"CH"
5,1990,2.34838709677419,19.6849462365591,26.3333333333333,30.6666666666667,18.3333333333333,"CH"
5,1991,3.03118279569892,18.8951612903226,26.3333333333333,31,17.3333333333333,"CH"
5,1992,1.36666666666667,20.2424731182796,24,30.6666666666667,20.3333333333333,"CH"
5,1993,3.95483870967742,19.310752688172,29,30.6666666666667,21,"CH"
5,1994,2.44301075268817,21.7693548387097,19.6666666666667,29.6666666666667,24.6666666666667,"CH"
5,1995,2.77204301075269,20.3924731182796,24.3333333333333,30.6666666666667,23,"CH"
5,1996,1.52258064516129,19.9994623655914,25,31,20,"CH"
