"MONTH","YEAR","ave_precip_mo","ave_mo_t","opium_t","mj_t","coca_t","fips"
2,1979,1.31071428571429,-2.57053571428571,0,0,0,"GM"
2,1980,1.89310344827586,2.69568965517241,2,2,0,"GM"
2,1981,1.31785714285714,-0.782142857142857,1.5,1.5,0,"GM"
2,1982,0.326785714285714,0.0732142857142858,1,0.5,0,"GM"
2,1983,1.72321428571429,-2.30178571428571,1.5,1,0,"GM"
2,1984,2.79827586206897,-0.0706896551724138,0.5,0.5,0,"GM"
2,1985,0.585714285714286,-3.17678571428571,1.5,1.5,0,"GM"
2,1986,0.5,-7.25982142857143,0,0,0,"GM"
2,1987,3.30178571428571,0.307142857142857,2,2,0,"GM"
2,1988,4.34310344827586,2.72155172413793,4,3,0,"GM"
2,1989,1.5375,3.52053571428571,6.5,5,0,"GM"
2,1990,3.03214285714286,7.90892857142857,19.5,18.5,0,"GM"
2,1991,1.13392857142857,-1.28660714285714,3,2.5,0,"GM"
2,1992,2.16379310344828,4.00258620689655,9,8,0,"GM"
2,1993,0.916071428571429,-0.79375,0,0,0,"GM"
2,1994,1.93928571428571,0.764285714285714,3,3,0,"GM"
2,1995,3.11964285714286,5.47589285714286,15.5,13.5,0,"GM"
2,1996,1.78793103448276,-1.43620689655172,1,1,0,"GM"
2,1997,3.01309523809524,4.02976190476191,11,10,0,"GM"
2,1998,0.826190476190476,4.33571428571429,15,13.3333333333333,0,"GM"
2,1999,3.2952380952381,-0.325595238095238,1.66666666666667,1.66666666666667,0,"GM"
2,2000,3.95862068965517,4.21091954022988,8.66666666666667,7.66666666666667,0,"GM"
2,2001,2.71071428571429,2.6875,5.66666666666667,5.33333333333333,0,"GM"
2,2002,4.35952380952381,5.36190476190476,12.6666666666667,12,0,"GM"
2,2003,0.645238095238095,-2.01904761904762,0.666666666666667,0.666666666666667,0,"GM"
2,2004,1.71494252873563,2.12011494252874,6.33333333333333,6.33333333333333,0,"GM"
2,2005,2.52857142857143,-1.97232142857143,0.5,0.5,0,"GM"
2,2006,1.53035714285714,-2.82142857142857,0,0,0,"GM"
2,2007,1.55892857142857,3.96785714285714,2.5,1,0,"GM"
2,2008,0.970689655172414,2.89137931034483,4.5,4,0,"GM"
2,2009,2.12321428571429,-1.16607142857143,0,0,0,"GM"
2,2010,1.1625,-1.26964285714286,0.5,0,0,"GM"
2,2011,0.614285714285714,-0.303571428571429,0,0,0,"GM"
2,2012,0.848275862068966,-4.26206896551724,1,0.5,0,"GM"
2,2013,2.35535714285714,-1.53928571428571,0,0,0,"GM"
2,2014,0.4375,3.33392857142857,0.5,0.5,0,"GM"
2,2015,0.305357142857143,-0.551785714285714,0,0,0,"GM"
2,2016,2.87241379310345,3.77931034482759,3,3,0,"GM"
2,2017,1.27142857142857,2.24107142857143,1.5,1.5,0,"GM"
2,2018,0.505357142857143,-2.13035714285714,0,0,0,"GM"
3,1972,1.10645161290323,6.45,20,19,0,"GM"
3,1973,0.483870967741935,5.5741935483871,7.5,7,0,"GM"
3,1974,1.23225806451613,5.6241935483871,15,14.5,0,"GM"
3,1975,2.49516129032258,3.64596774193548,9,7.5,0,"GM"
3,1976,0.824193548387097,1.34838709677419,6,5.5,0,"GM"
3,1977,1.97096774193548,6.44435483870968,21.5,20.5,0,"GM"
3,1978,2.40967741935484,5.25806451612903,13.5,11.5,0,"GM"
3,1979,3.27903225806452,3.51290322580645,7,6,0,"GM"
3,1980,1.55483870967742,3.48870967741935,5.5,4.5,0,"GM"
3,1981,3.39193548387097,7.19112903225806,19.5,19,0,"GM"
3,1982,1.86935483870968,4.42741935483871,9,8,0,"GM"
3,1983,1.97258064516129,4.69516129032258,11,10.5,0,"GM"
3,1984,0.643548387096774,2.2491935483871,3.5,2.5,0,"GM"
3,1985,1.78064516129032,3.09677419354839,5.5,5.5,0,"GM"
3,1986,3.07903225806452,3.11612903225806,5.66666666666667,4,0,"GM"
3,1987,3.20161290322581,0.645967741935484,6.5,6.5,0,"GM"
3,1988,5.48709677419355,3.65564516129032,9.5,8,0,"GM"
3,1989,1.56451612903226,8.72016129032258,26.5,26,1,"GM"
3,1990,0.983870967741935,8.45483870967742,23,22,0,"GM"
3,1991,1.20161290322581,8.13387096774193,24.5,23,0,"GM"
3,1992,3.85967741935484,6.20725806451613,17.5,16.5,0,"GM"
3,1993,0.906451612903226,5.23870967741935,14.5,13.5,0,"GM"
3,1994,3.52903225806452,7.59274193548387,24,23,0,"GM"
3,1995,3.14838709677419,4.16209677419355,9.5,8,0,"GM"
3,1996,0.933870967741935,1.95322580645161,5,4.5,0,"GM"
3,1997,2.3505376344086,6.31290322580645,19.3333333333333,18.6666666666667,0,"GM"
3,1998,1.91290322580645,5.26236559139785,12.6666666666667,11.6666666666667,0,"GM"
3,1999,2.55376344086022,5.97795698924731,15.6666666666667,14.6666666666667,0,"GM"
3,2000,3.74623655913978,5.63494623655914,16,13.6666666666667,0,"GM"
3,2001,5.37096774193548,5.73118279569892,16,15.3333333333333,0,"GM"
3,2002,3.31720430107527,6.24139784946237,17,17,0,"GM"
3,2003,1.01505376344086,6.4489247311828,15.3333333333333,14.3333333333333,0,"GM"
3,2004,1.5989247311828,4.17903225806452,12,11.6666666666667,0,"GM"
3,2005,0.856451612903226,3.15322580645161,13,12.5,0,"GM"
3,2006,3.45161290322581,0.785483870967742,3,3,0,"GM"
3,2007,1.33387096774194,6.07096774193548,9,8.5,0,"GM"
3,2008,2.13387096774194,3.59193548387097,5.5,5.5,0,"GM"
3,2009,2.43225806451613,3.55483870967742,2.5,2,0,"GM"
3,2010,1.2241935483871,3.90161290322581,7,7,0,"GM"
3,2011,0.737096774193548,5.39032258064516,7.5,7.5,0,"GM"
3,2012,0.274193548387097,6.70483870967742,9.5,9.5,0,"GM"
3,2013,1.4258064516129,1.63548387096774,2.5,2.5,0,"GM"
3,2014,0.525806451612903,7.80483870967742,11,10.5,0,"GM"
3,2015,1.34354838709677,5.55,8.5,7,0,"GM"
3,2016,1.00967741935484,4.55,3,2.5,0,"GM"
3,2017,1.89838709677419,7.14354838709677,10.5,10.5,0,"GM"
3,2018,1.60483870967742,2.65,4.5,4,0,"GM"
4,1972,1.31333333333333,8.62333333333333,27,26,0,"GM"
4,1973,1.08333333333333,6.49833333333333,7.5,7.5,0,"GM"
4,1974,0.581666666666667,7.73083333333333,22,21,0,"GM"
4,1975,1.76166666666667,6.8325,19.5,17,0,"GM"
4,1976,0.463333333333333,6.66916666666667,17,15.5,0,"GM"
4,1977,2.64666666666667,5.75833333333333,13.5,12.5,0,"GM"
4,1978,0.403333333333333,6.5,19,17,0,"GM"
4,1979,1.84166666666667,6.3525,16.5,15,0,"GM"
4,1980,3.43333333333333,5.94,14,13.5,0,"GM"
4,1981,1.915,7.78,20,19.5,0,"GM"
4,1982,1.39166666666667,6.40333333333333,19,17,0,"GM"
4,1983,3.84833333333333,8.58166666666667,22,21.5,0,"GM"
4,1984,1.73666666666667,6.33,17.5,16,0,"GM"
4,1985,2.01833333333333,7.86166666666667,21,20,0,"GM"
4,1986,2.50333333333333,6.11583333333333,12,12,0,"GM"
4,1987,1.205,10.6108333333333,27,27,0.5,"GM"
4,1988,1.51833333333333,9.55416666666667,25,24.5,0,"GM"
4,1989,4.68,8.12333333333333,24,21,0,"GM"
4,1990,2.58,8.53,25.5,23.5,0,"GM"
4,1991,1.84333333333333,8.40083333333333,22.5,21.5,0,"GM"
4,1992,1.88833333333333,9.395,26,24.5,1,"GM"
4,1993,1.415,11.3683333333333,27,26,1.5,"GM"
4,1994,4.37833333333333,8.2075,19.5,19,0.5,"GM"
4,1995,2.805,8.90083333333333,24.5,24,0,"GM"
4,1996,0.97,9.27583333333333,22,22,2.5,"GM"
4,1997,1.87777777777778,6.72277777777778,17.3333333333333,15.3333333333333,0,"GM"
4,1998,2.56111111111111,9.55277777777778,25.3333333333333,24.3333333333333,0,"GM"
4,1999,2.5,9.47055555555555,26,25,0,"GM"
4,2000,1.38555555555556,11.0111111111111,27.3333333333333,27,2.33333333333333,"GM"
4,2001,3.27222222222222,7.66722222222222,21.3333333333333,19.6666666666667,0,"GM"
4,2002,1.83777777777778,8.48111111111111,24.3333333333333,23,0,"GM"
4,2003,1.57333333333333,8.87055555555555,20.6666666666667,20,0.666666666666667,"GM"
4,2004,1.86111111111111,9.76833333333333,24.6666666666667,24.6666666666667,0,"GM"
4,2005,1.77166666666667,9.45916666666667,25.5,25.5,0,"GM"
4,2006,2.09666666666667,8.71666666666667,11.5,11,0,"GM"
4,2007,0.115,12.205,14,14,0.5,"GM"
4,2008,2.81333333333333,8.19,11.5,10.5,0,"GM"
4,2009,1.095,12.8683333333333,15,15,0,"GM"
4,2010,0.901666666666667,9.18,13,13,0,"GM"
4,2011,0.681666666666667,11.53,13.5,13.5,0.5,"GM"
4,2012,0.948333333333333,9.22333333333333,11.5,10.5,2,"GM"
4,2013,1.26166666666667,8.93333333333333,11,11,0,"GM"
4,2014,1.49333333333333,10.8416666666667,13,13,0,"GM"
4,2015,1.325,8.62833333333333,11,10,0,"GM"
4,2016,1.275,8.89666666666667,12.5,12.5,0,"GM"
4,2017,2.07,7.545,10.5,10,0,"GM"
4,2018,0.578333333333333,13.9283333333333,14.5,14.5,2.5,"GM"
5,1972,2.20645161290323,13.1725806451613,31,31,0,"GM"
5,1973,0.92258064516129,13.8145161290323,15.5,15.5,2,"GM"
5,1974,2.60322580645161,12.2145161290323,14.5,14.5,0,"GM"
5,1975,1.36612903225806,11.4451612903226,29.5,29.5,1.5,"GM"
5,1976,1.36935483870968,12.2322580645161,31,29.5,1,"GM"
5,1977,1.20161290322581,10.9588709677419,30.5,29,0.5,"GM"
5,1978,2.42903225806452,11.2395161290323,28.5,28.5,1,"GM"
5,1979,2.26612903225806,11.9427419354839,25.5,25.5,6,"GM"
5,1980,1.80967741935484,10.1161290322581,30,28.5,0,"GM"
5,1981,1.6,12.8677419354839,27.5,27.5,3.5,"GM"
5,1982,2.06290322580645,12.2346774193548,28.5,28,2,"GM"
5,1983,2.83870967741935,11.2927419354839,30.5,30.5,1,"GM"
5,1984,3.98225806451613,10.8758064516129,29,28,0,"GM"
5,1985,1.65483870967742,13.4741935483871,29,29,3.5,"GM"
5,1986,3.34731182795699,14.202688172043,31,30.6666666666667,4.33333333333333,"GM"
5,1987,4.74677419354839,10.6266129032258,29.5,29.5,0,"GM"
5,1988,2.66612903225806,14.9846774193548,31,31,6,"GM"
5,1989,0.885483870967742,15.5112903225806,31,31,8,"GM"
5,1990,0.503225806451613,15.8443548387097,31,31,5.5,"GM"
5,1991,1.57096774193548,10.5862903225806,29,29,0.5,"GM"
5,1992,1.91290322580645,15.2741935483871,30.5,31,8,"GM"
5,1993,3.49516129032258,15.3427419354839,31,31,6.5,"GM"
5,1994,3.65645161290323,13.1395161290323,31,31,1,"GM"
5,1995,3.34032258064516,12.7016129032258,31,30.5,2.5,"GM"
5,1996,4.0741935483871,11.6612903225806,30,29.5,2.5,"GM"
5,1997,1.83655913978495,13.7811827956989,30.6666666666667,30.3333333333333,5,"GM"
5,1998,1.48279569892473,14.641935483871,31,31,7.33333333333333,"GM"
5,1999,2.88817204301075,14.6801075268817,31,31,4.33333333333333,"GM"
5,2000,3.52795698924731,15.4817204301075,31,31,6.66666666666667,"GM"
5,2001,1.68279569892473,15.3634408602151,31,30.6666666666667,7.33333333333333,"GM"
5,2002,3.48602150537634,14.2182795698925,30.3333333333333,30.3333333333333,3.33333333333333,"GM"
5,2003,2.93548387096774,14.8494623655914,31,31,7.33333333333333,"GM"
5,2004,2.81182795698925,11.8413978494624,30.6666666666667,30.3333333333333,0.666666666666667,"GM"
5,2005,2.46451612903226,13.4725806451613,30.5,30.5,5.5,"GM"
5,2006,2.90806451612903,12.9612903225806,15.5,15.5,0,"GM"
5,2007,4.36774193548387,14.5209677419355,15.5,15.5,4,"GM"
5,2008,1.00806451612903,14.7112903225806,15.5,15.5,2.5,"GM"
5,2009,3.24516129032258,14.2048387096774,15.5,15.5,3,"GM"
5,2010,4.36129032258065,11.9241935483871,15.5,15.5,0.5,"GM"
5,2011,1.80322580645161,14.4048387096774,14.5,14.5,4.5,"GM"
5,2012,1.82741935483871,14.7193548387097,15.5,15.5,4,"GM"
5,2013,4.42258064516129,12.3661290322581,15.5,15,0,"GM"
5,2014,3.42741935483871,12.7112903225806,15.5,15.5,1.5,"GM"
5,2015,2.44677419354839,13.1887096774194,15.5,15.5,0.5,"GM"
5,2016,3.44677419354839,13.5354838709677,15.5,15.5,2,"GM"
5,2017,2.55322580645161,14.5677419354839,15.5,15.5,3,"GM"
5,2018,1.42258064516129,17.3806451612903,15.5,15.5,6,"GM"
6,1972,3.01333333333333,16.0483333333333,30,30,5,"GM"
6,1973,1.17333333333333,17.2066666666667,14,15,5,"GM"
6,1974,2.95166666666667,13.7116666666667,30,30,1,"GM"
6,1975,3.00333333333333,14.5391666666667,29,29,6.5,"GM"
6,1976,1.025,16.5266666666667,29.5,30,11,"GM"
6,1977,3.465,15.34,30,30,6.5,"GM"
6,1978,1.58,14.4933333333333,30,30,5,"GM"
6,1979,2.77166666666667,16.3683333333333,27.5,30,10.5,"GM"
6,1980,2.615,14.7008333333333,30,30,7,"GM"
6,1981,3.06166666666667,15.3908333333333,30,30,9.5,"GM"
6,1982,2.26166666666667,16.16,28.5,30,10.5,"GM"
6,1983,1.28666666666667,16.0341666666667,30,30,9.5,"GM"
6,1984,1.34333333333333,13.92,30,30,2.5,"GM"
6,1985,3.16166666666667,13.4258333333333,30,30,3,"GM"
6,1986,3.17888888888889,15.9588888888889,29.6666666666667,30,12.6666666666667,"GM"
6,1987,6.38666666666667,15.1566666666667,29,30,3,"GM"
6,1988,2.89166666666667,16.0441666666667,30,30,7,"GM"
6,1989,2.185,16.5825,29.5,30,11.5,"GM"
6,1990,4.74,16.4641666666667,29.5,30,10,"GM"
6,1991,4.09333333333333,14.8225,30,30,5.5,"GM"
6,1992,2.75166666666667,17.8175,30,30,16.5,"GM"
6,1993,4.02833333333333,16.7116666666667,29.5,30,8,"GM"
6,1994,2.005,16.8058333333333,29,30,11.5,"GM"
6,1995,2.99333333333333,14.5791666666667,30,30,7,"GM"
6,1996,2.02166666666667,16.2916666666667,28.5,30,9.5,"GM"
6,1997,3.77222222222222,15.9877777777778,29.6666666666667,30,8,"GM"
6,1998,3.88222222222222,17.325,28.3333333333333,30,13.6666666666667,"GM"
6,1999,2.64555555555556,15.7955555555556,30,30,5,"GM"
6,2000,1.72222222222222,17.975,27.3333333333333,30,13.3333333333333,"GM"
6,2001,4.19888888888889,14.8277777777778,30,30,5.66666666666667,"GM"
6,2002,2.05,18.3077777777778,27.6666666666667,30,15,"GM"
6,2003,1.49222222222222,20.4238888888889,26.6666666666667,30,25,"GM"
6,2004,2.51222222222222,15.6394444444444,30,30,5,"GM"
6,2005,1.25333333333333,16.875,29.5,30,15,"GM"
6,2006,1.8,17.32,14.5,15,8.5,"GM"
6,2007,2.17833333333333,18.4133333333333,14.5,15,9,"GM"
6,2008,2.045,17.9266666666667,15,15,7,"GM"
6,2009,3.18666666666667,15.5983333333333,15,15,3,"GM"
6,2010,2.44166666666667,17.0333333333333,14,15,6.5,"GM"
6,2011,2.615,16.8933333333333,15,15,6,"GM"
6,2012,3.505,17.2866666666667,13.5,15,6,"GM"
6,2013,3.78833333333333,16.1783333333333,13.5,15,3.5,"GM"
6,2014,0.766666666666667,17.4733333333333,13.5,15,4,"GM"
6,2015,2.13833333333333,17.46,15,15,7,"GM"
6,2016,2.925,17.7383333333333,14,15,5,"GM"
6,2017,2.16,19.04,13.5,15,9.5,"GM"
6,2018,1.94666666666667,18.5316666666667,15,15,8.5,"GM"
7,1972,2.1258064516129,19.3693548387097,24,31,16,"GM"
7,1973,1.52741935483871,17.3758064516129,30.5,31,14.5,"GM"
7,1974,2.47258064516129,15.0741935483871,31,31,5,"GM"
7,1975,1.0241935483871,18.3733870967742,30.5,31,17.5,"GM"
7,1976,1.89516129032258,19.1927419354839,28,30.5,19,"GM"
7,1977,1.88709677419355,16.133064516129,31,31,7.5,"GM"
7,1978,2.10967741935484,15.3491935483871,30,31,6.5,"GM"
7,1979,1.96290322580645,15.1943548387097,31,31,6,"GM"
7,1980,3.93387096774194,15.1306451612903,31,31,6,"GM"
7,1981,1.88709677419355,16.3282258064516,30.5,31,9.5,"GM"
7,1982,0.930645161290323,18.7354838709677,30,31,19,"GM"
7,1983,1.95322580645161,19.9540322580645,27.5,31,21.5,"GM"
7,1984,2.79354838709677,15.6354838709677,29.5,30.5,6,"GM"
7,1985,2.03870967741935,17.0193548387097,30,31,11.5,"GM"
7,1986,2.32258064516129,17.2295698924731,30,31,13,"GM"
7,1987,4.51612903225806,18.5193548387097,30,31,18.5,"GM"
7,1988,3.69677419354839,18.3943548387097,30,31,16,"GM"
7,1989,2.03225806451613,19.475,27.5,31,19.5,"GM"
7,1990,1.32258064516129,18.3403225806452,28.5,31,15.5,"GM"
7,1991,2.7258064516129,20.6782258064516,25.5,30.5,23.5,"GM"
7,1992,3.35645161290323,19.9645161290323,27,30.5,19,"GM"
7,1993,4.79516129032258,15.9548387096774,31,31,10,"GM"
7,1994,1.96774193548387,21.7241935483871,21.5,30.5,22,"GM"
7,1995,3.75322580645161,20.7540322580645,26,31,22.5,"GM"
7,1996,3.16612903225806,16.4572580645161,31,31,10,"GM"
7,1997,5.16129032258065,17.4037634408602,31,31,15,"GM"
7,1998,2.91182795698925,17.5779569892473,29.6666666666667,30.6666666666667,12,"GM"
7,1999,3.58494623655914,19.260752688172,29,31,20,"GM"
7,2000,5.36774193548387,16.1096774193548,31,31,9,"GM"
7,2001,3.60537634408602,18.9430107526882,29,31,18,"GM"
7,2002,4.13010752688172,18.3978494623656,29.3333333333333,31,14.6666666666667,"GM"
7,2003,3.02795698924731,19.6139784946237,28,30.6666666666667,22,"GM"
7,2004,3.52795698924731,17.3005376344086,31,31,14.3333333333333,"GM"
7,2005,4.07741935483871,18.9524193548387,28.5,31,16,"GM"
7,2006,2.40483870967742,21.8741935483871,11,15.5,12,"GM"
7,2007,3.10806451612903,18.491935483871,12.5,15.5,6.5,"GM"
7,2008,2.08709677419355,18.3032258064516,15.5,15.5,8,"GM"
7,2009,3.27096774193548,18.541935483871,15,15.5,8,"GM"
7,2010,4.54032258064516,19.941935483871,11.5,15.5,9.5,"GM"
7,2011,4.31290322580645,16.6548387096774,15.5,15.5,4.5,"GM"
7,2012,2.44193548387097,18.7064516129032,15.5,15.5,10.5,"GM"
7,2013,1.1241935483871,20.608064516129,14,15,12.5,"GM"
7,2014,4.58548387096774,19.0951612903226,15,15.5,11,"GM"
7,2015,1.53548387096774,21.2758064516129,10,15.5,9,"GM"
7,2016,2.85,19.4338709677419,15,15.5,11.5,"GM"
7,2017,2.99032258064516,19.2064516129032,14.5,15.5,9.5,"GM"
7,2018,1.66612903225806,20.0661290322581,13.5,15.5,12,"GM"
8,1972,2.26451612903226,17.1370967741935,31,31,11,"GM"
8,1973,1.43225806451613,17.708064516129,30.5,31,14,"GM"
8,1974,2.46129032258064,16.9387096774194,29,31,8,"GM"
8,1975,2.62741935483871,18.7661290322581,28,31,17,"GM"
8,1976,1.40483870967742,15.7790322580645,31,31,6.5,"GM"
8,1977,3.10967741935484,16.0411290322581,31,31,7,"GM"
8,1978,2.82741935483871,15.133064516129,31,31,6.5,"GM"
8,1979,2.1,15.3798387096774,31,31,6.5,"GM"
8,1980,2.13064516129032,16.7177419354839,30.5,31,12.5,"GM"
8,1981,1.87258064516129,16.566935483871,30.5,31,11.5,"GM"
8,1982,1.04032258064516,17.5540322580645,30.5,31,14,"GM"
8,1983,2.07903225806452,17.8540322580645,30.5,31,15,"GM"
8,1984,1.69354838709677,17.1645161290323,31,31,10.5,"GM"
8,1985,1.95483870967742,16.2274193548387,30,31,9,"GM"
8,1986,3.02150537634409,16.6510752688172,30,31,11,"GM"
8,1987,3.48064516129032,17.3814516129032,30.5,31,12.5,"GM"
8,1988,2.81129032258065,18.8185483870968,29.5,31,18,"GM"
8,1989,1.45322580645161,19.041935483871,27,31,18,"GM"
8,1990,2.35645161290323,20.4491935483871,25,30.5,20,"GM"
8,1991,0.646774193548387,20.0387096774194,28,30,23,"GM"
8,1992,2.68387096774194,21.3774193548387,20.5,29,18,"GM"
8,1993,1.85483870967742,16.2862903225806,31,31,9,"GM"
8,1994,3.94838709677419,18.4725806451613,26.5,30.5,12.5,"GM"
8,1995,4.3258064516129,18.7161290322581,30.5,31,20,"GM"
8,1996,2.76612903225806,17.8153225806452,31,31,15,"GM"
8,1997,2.6,20.094623655914,29,31,25,"GM"
8,1998,1.70215053763441,18.05,28,31,15.6666666666667,"GM"
8,1999,2.14193548387097,18.055376344086,31,31,14.3333333333333,"GM"
8,2000,2.48817204301075,19.1811827956989,29.3333333333333,31,20.3333333333333,"GM"
8,2001,3.18172043010753,19.6903225806452,27,30.3333333333333,19,"GM"
8,2002,6.36451612903226,19.2198924731183,30.6666666666667,31,21,"GM"
8,2003,1.19462365591398,22.1559139784946,19.6666666666667,27.6666666666667,20.3333333333333,"GM"
8,2004,3.66666666666667,18.6462365591398,30.3333333333333,31,18,"GM"
8,2005,2.21774193548387,16.6241935483871,31,31,7.5,"GM"
8,2006,3.40806451612903,15.3612903225806,15.5,15.5,1.5,"GM"
8,2007,1.87741935483871,17.3354838709677,15.5,15.5,7.5,"GM"
8,2008,2.56129032258065,17.9096774193548,15.5,15.5,8,"GM"
8,2009,1.52258064516129,19.0806451612903,15.5,15.5,11,"GM"
8,2010,4.65322580645161,17.0709677419355,15.5,15.5,7,"GM"
8,2011,1.90806451612903,19.0806451612903,13.5,15.5,8.5,"GM"
8,2012,2.26290322580645,19.2112903225806,14,15.5,9,"GM"
8,2013,1.89193548387097,18.95,13.5,15.5,6.5,"GM"
8,2014,2.90322580645161,16.5096774193548,15.5,15.5,5,"GM"
8,2015,0.374193548387097,21.8451612903226,8.5,14.5,5.5,"GM"
8,2016,2.35645161290323,17.8258064516129,15.5,15.5,8.5,"GM"
8,2017,3.25645161290323,19.2403225806452,13.5,15.5,9.5,"GM"
8,2018,1.36612903225806,21.1677419354839,10,15.5,9.5,"GM"
9,1971,NA,12.93,15,15,0,"GM"
9,1972,1.15333333333333,12.16,30,30,4,"GM"
9,1973,1.47166666666667,14.2641666666667,30,29.5,7,"GM"
9,1974,2.095,13.3491666666667,29.5,29,4.5,"GM"
9,1975,2.21166666666667,15.6141666666667,30,30,7,"GM"
9,1976,1.31666666666667,12.9616666666667,30,30,2,"GM"
9,1977,0.998333333333333,12.0375,29,28.5,2.5,"GM"
9,1978,2.95666666666667,12.3191666666667,30,30,0.5,"GM"
9,1979,1.465,13.2133333333333,30,29.5,3.5,"GM"
9,1980,1.22666666666667,14.275,30,30,1,"GM"
9,1981,2.14666666666667,14.1133333333333,30,30,3.5,"GM"
9,1982,0.628333333333333,16.3058333333333,30,30,8.5,"GM"
9,1983,2.11833333333333,13.8508333333333,30,30,3,"GM"
9,1984,3.465,12.5441666666667,30,30,2.5,"GM"
9,1985,1.42333333333333,13.9191666666667,30,30,2.5,"GM"
9,1986,2.79333333333333,11.9688888888889,30,30,0.333333333333333,"GM"
9,1987,2.59,16.6433333333333,29.5,30,12.5,"GM"
9,1988,3.845,14.7475,30,30,4.5,"GM"
9,1989,1.18833333333333,15.9275,30,30,7.5,"GM"
9,1990,3.38833333333333,13.3508333333333,30,30,0.5,"GM"
9,1991,2.315,16.8058333333333,30,30,11.5,"GM"
9,1992,1.31666666666667,14.7366666666667,30,30,1,"GM"
9,1993,2.76666666666667,12.3541666666667,30,30,0.5,"GM"
9,1994,2.995,13.8575,30,30,0.5,"GM"
9,1995,3.96833333333333,13.0416666666667,30,30,0.5,"GM"
9,1996,2.005,11.5025,30,30,0,"GM"
9,1997,0.926666666666667,14.8222222222222,30,30,5.66666666666667,"GM"
9,1998,3.72888888888889,13.6972222222222,30,30,2,"GM"
9,1999,1.78,17.4866666666667,30,30,12.6666666666667,"GM"
9,2000,3.59444444444444,14.7222222222222,30,30,5,"GM"
9,2001,4.71555555555556,12.0666666666667,30,30,0,"GM"
9,2002,2.89,13.16,29,28.6666666666667,3,"GM"
9,2003,2.06666666666667,14.8072222222222,30,30,5,"GM"
9,2004,2.58111111111111,14.3033333333333,30,30,6,"GM"
9,2005,2.44333333333333,15.7041666666667,30,30,10,"GM"
9,2006,1.255,16.7633333333333,15,15,4,"GM"
9,2007,4.16833333333333,12.0233333333333,15,15,0,"GM"
9,2008,1.455,12.6183333333333,14.5,14.5,4,"GM"
9,2009,1.42833333333333,15.505,15,15,2,"GM"
9,2010,2.18166666666667,12.425,15,15,0,"GM"
9,2011,1.865,15.45,15,15,3,"GM"
9,2012,1.65666666666667,14.2433333333333,15,15,3,"GM"
9,2013,2.16,13.4283333333333,15,15,3,"GM"
9,2014,2.08,14.8833333333333,15,15,3.5,"GM"
9,2015,1.65666666666667,13.965,14.5,15,1.5,"GM"
9,2016,2.36,16.66,15,15,6.5,"GM"
9,2017,1.21666666666667,12.5483333333333,15,15,0,"GM"
9,2018,2.79833333333333,15.6216666666667,15,15,5,"GM"
10,1971,0.887096774193548,10.0854838709677,23,23,0,"GM"
10,1972,0.896774193548387,7.30161290322581,25,24,0,"GM"
10,1973,2.58709677419355,7.59435483870968,21.5,19.5,0,"GM"
10,1974,3.87096774193548,5.53467741935484,15,13,0,"GM"
10,1975,0.991935483870968,7.875,23,21,0,"GM"
10,1976,1.1758064516129,9.72096774193548,25.5,24.5,0.5,"GM"
10,1977,1.28870967741935,10.5733870967742,30.5,29.5,0.5,"GM"
10,1978,1.1758064516129,9.37661290322581,27,26.5,0,"GM"
10,1979,0.564516129032258,8.67338709677419,22,22,0,"GM"
10,1980,1.93387096774194,8.15322580645161,25,23.5,0,"GM"
10,1981,3.3758064516129,8.20403225806452,22.5,21.5,0,"GM"
10,1982,2.3741935483871,10.1443548387097,29.5,29,0,"GM"
10,1983,0.919354838709677,9.25483870967742,24.5,23,1,"GM"
10,1984,2.08709677419355,10.5556451612903,29.5,29.5,0,"GM"
10,1985,0.401612903225806,9.07016129032258,20,19.5,1.5,"GM"
10,1986,4.1752688172043,10.1951612903226,27.3333333333333,26.3333333333333,0,"GM"
10,1987,2.05322580645161,10.2653225806452,30.5,30,0.5,"GM"
10,1988,3.05806451612903,11.0177419354839,29,29,0,"GM"
10,1989,2.06290322580645,12.2411290322581,31,31,0.5,"GM"
10,1990,1.74838709677419,11.6975806451613,30,30,2,"GM"
10,1991,1.30645161290323,9.10806451612903,21.5,21,0,"GM"
10,1992,3.33225806451613,7.74677419354839,23.5,22.5,0,"GM"
10,1993,2.88064516129032,7.98306451612903,18,17,0,"GM"
10,1994,1.67903225806452,8.64596774193548,26,25.5,0,"GM"
10,1995,0.887096774193548,12.7927419354839,30.5,30.5,1,"GM"
10,1996,3.05322580645161,9.64435483870968,29.5,29.5,0,"GM"
10,1997,2.0989247311828,8.2252688172043,18,17.3333333333333,1.33333333333333,"GM"
10,1998,5.80430107526882,9.28064516129032,28.6666666666667,27.6666666666667,0,"GM"
10,1999,1.55698924731183,9.80430107526882,27.3333333333333,27.3333333333333,0,"GM"
10,2000,2.29677419354839,11.1516129032258,30.6666666666667,30.3333333333333,0.333333333333333,"GM"
10,2001,1.80430107526882,13.2736559139785,31,31,1.33333333333333,"GM"
10,2002,4.0494623655914,9.03387096774193,27.3333333333333,26,0,"GM"
10,2003,3.39462365591398,6.08655913978495,15.6666666666667,14.3333333333333,0,"GM"
10,2004,2.56989247311828,10.4741935483871,28.6666666666667,28.3333333333333,1,"GM"
10,2005,0.725806451612903,11.1120967741935,29,28.5,0,"GM"
10,2006,0.932258064516129,11.1693548387097,15.5,15.5,0,"GM"
